user_id,produit_id,vue_produit,favori,ajout_panier,achat
310,409,10,0,2,0
84,323,1,0,3,0
718,336,10,0,6,1
411,349,2,0,1,0
1,220,10,1,5,1
164,459,5,0,5,1
459,267,5,0,1,0
451,72,8,0,1,0
265,326,7,0,10,1
729,261,6,0,2,0
532,138,1,0,2,1
584,267,4,0,8,1
127,300,9,0,5,0
823,405,10,1,0,0
608,38,8,1,2,0
810,427,8,0,3,0
708,474,9,0,1,0
236,291,2,0,5,0
750,210,7,0,8,1
937,238,6,0,2,1
999,6,9,0,4,0
146,462,7,0,4,0
920,85,8,0,3,1
803,182,3,0,2,0
578,131,8,0,2,0
407,72,7,0,3,0
376,399,3,0,3,0
877,40,9,0,1,0
856,360,2,1,8,1
507,362,4,0,2,0
333,297,4,0,3,0
479,302,1,0,2,0
947,84,2,0,5,1
878,205,3,0,4,1
488,107,8,0,5,0
775,450,3,1,0,0
623,406,3,0,1,0
373,273,6,1,8,1
903,111,1,0,4,0
339,369,10,0,1,0
847,310,4,0,2,0
374,469,1,0,3,0
203,83,6,0,5,0
589,305,10,1,4,0
725,132,5,0,3,0
376,350,6,0,2,0
555,314,1,0,4,0
272,494,6,1,1,0
186,385,5,0,0,0
980,291,7,0,0,0
861,203,9,0,3,0
539,489,1,0,8,1
872,134,4,0,3,0
836,190,1,0,0,0
599,100,8,0,4,0
162,60,10,0,3,0
24,80,5,0,0,0
324,336,8,0,1,0
762,229,9,0,8,1
760,414,7,0,1,0
139,186,1,0,2,0
666,35,4,0,2,0
848,169,7,0,10,1
956,116,9,0,10,1
48,395,7,0,3,1
594,417,6,0,3,0
173,125,5,0,4,0
502,500,5,0,5,1
450,234,1,0,4,1
448,45,3,0,7,1
648,403,4,0,1,0
834,14,6,0,4,0
652,221,6,0,3,0
757,372,5,0,3,0
340,215,3,1,9,1
538,403,8,0,5,1
685,371,1,0,3,0
425,228,10,0,2,0
962,193,7,0,8,1
460,55,2,0,5,0
371,415,10,0,0,0
356,40,6,0,4,0
771,229,1,0,0,0
914,425,8,0,4,0
436,473,10,0,4,0
111,445,3,0,4,0
22,118,9,0,1,0
331,80,6,0,5,0
328,93,6,0,4,0
431,243,3,0,3,0
981,104,1,0,2,0
453,180,1,0,5,0
391,322,7,0,0,0
718,423,1,0,0,0
778,49,7,0,5,0
803,13,8,0,8,1
290,121,1,0,5,0
476,20,2,0,4,0
243,210,7,0,0,0
253,372,4,0,4,0
832,101,5,1,5,0
66,91,4,0,1,0
517,183,3,0,3,0
824,153,10,0,10,1
869,190,9,1,2,0
589,371,3,0,3,0
304,147,7,0,3,0
504,21,7,0,4,0
565,319,9,0,3,0
943,129,10,0,4,0
212,351,7,0,0,0
558,275,8,0,3,1
43,300,9,0,9,1
38,152,2,0,1,0
490,123,1,0,4,0
875,323,2,0,3,0
469,153,1,0,1,0
176,208,5,1,5,0
634,213,6,1,1,1
285,300,8,0,1,1
189,365,4,0,9,1
261,84,3,0,2,1
206,148,2,0,3,0
597,335,8,0,7,1
893,191,2,0,3,0
86,162,2,0,3,0
394,40,5,0,5,1
88,398,2,0,1,0
915,430,2,0,5,0
600,413,2,0,1,0
564,164,3,0,1,0
899,53,9,0,3,1
922,369,3,0,4,0
469,279,2,0,5,0
271,143,8,0,4,0
44,412,10,0,3,1
118,159,10,0,2,0
669,369,9,0,6,1
924,131,10,1,6,1
897,235,3,0,4,0
864,304,6,0,0,0
655,442,3,0,3,0
302,286,9,0,4,0
5,317,1,0,10,1
589,366,2,0,0,0
580,297,10,0,2,0
17,394,4,0,8,1
583,348,7,1,3,0
620,373,10,0,3,0
669,58,9,0,2,0
267,116,10,0,4,0
506,128,7,0,8,1
924,52,9,0,1,0
468,409,7,0,1,0
483,500,7,0,2,0
861,409,1,0,2,0
596,71,5,1,9,1
390,17,1,0,4,0
610,196,4,0,1,1
900,392,1,0,1,0
38,277,6,0,7,1
451,344,4,0,4,0
781,325,2,0,4,0
758,233,4,0,2,0
666,177,2,0,1,0
771,249,3,0,1,0
42,38,5,0,0,0
606,261,3,0,5,0
956,497,2,0,3,0
297,421,7,0,0,0
521,336,2,0,5,1
109,63,7,1,2,1
447,91,9,0,4,0
117,57,9,0,1,0
541,299,8,0,2,0
489,192,6,0,5,1
849,115,8,0,4,0
699,118,4,0,5,0
356,448,7,0,2,0
59,329,6,0,2,0
69,482,6,1,4,0
871,367,3,0,2,0
634,369,3,0,5,0
308,175,10,0,5,0
953,125,2,0,6,1
112,284,9,0,5,0
741,340,2,0,5,0
448,18,6,0,3,0
410,305,4,0,0,0
413,409,9,1,4,1
68,104,3,0,5,0
623,323,6,0,0,0
327,75,7,0,4,0
982,171,3,0,3,0
912,224,3,1,5,0
596,361,7,0,4,1
893,132,1,0,3,0
656,130,8,0,4,0
648,347,8,0,1,1
715,234,10,0,3,0
955,291,5,0,9,1
576,268,3,0,3,0
572,53,8,0,0,0
389,262,2,0,2,0
201,317,3,0,3,0
431,407,1,0,5,0
277,66,8,0,4,0
65,6,6,0,3,0
809,9,2,0,5,0
763,223,10,0,5,0
697,307,5,1,7,1
355,105,9,0,5,0
807,411,6,0,5,0
334,359,5,0,4,1
697,422,6,0,1,0
212,90,4,0,9,1
228,458,9,0,1,0
799,271,4,0,0,0
827,148,5,0,3,0
618,488,2,0,0,0
580,399,9,0,7,1
427,325,9,0,0,0
728,322,6,0,3,0
811,205,10,0,3,0
995,81,5,0,2,0
672,348,5,0,2,0
296,384,1,0,5,0
33,354,8,0,0,0
115,20,9,0,3,1
45,169,10,0,1,0
978,187,5,0,1,0
183,35,1,0,4,0
22,204,6,0,4,0
44,500,4,0,1,0
444,466,4,0,4,0
149,238,8,0,4,0
585,347,3,0,4,0
823,446,1,0,3,0
770,69,9,0,5,0
410,155,7,0,1,0
185,367,9,0,4,0
383,305,8,1,9,1
661,341,8,0,1,0
198,17,8,0,5,0
815,493,2,0,2,0
179,399,6,0,1,0
196,200,1,0,3,0
375,439,7,0,1,0
82,414,9,0,2,0
475,492,2,0,1,0
574,468,2,0,3,0
865,492,8,0,4,0
287,168,9,0,5,0
669,445,4,0,2,0
819,353,4,0,4,0
153,455,4,0,2,0
934,286,5,0,5,0
983,107,7,1,10,1
174,172,7,0,5,1
986,494,6,0,2,1
402,423,9,0,4,1
92,233,10,0,2,0
782,33,7,0,1,0
207,145,4,0,1,0
746,24,5,0,4,1
593,162,6,0,4,0
980,87,5,0,1,0
952,474,5,1,6,1
855,374,10,0,5,0
569,284,10,1,1,1
48,219,8,1,2,0
370,54,3,1,7,1
720,52,3,0,2,0
233,212,5,0,5,0
622,344,2,0,5,0
615,294,5,0,5,0
789,391,9,0,1,0
660,129,7,0,0,0
591,114,1,0,2,0
602,89,8,0,2,0
190,302,1,0,1,0
696,137,4,0,1,0
636,457,5,0,5,0
831,396,6,0,2,1
62,383,1,0,0,0
190,172,5,0,9,1
974,44,7,0,0,0
728,346,1,0,1,0
920,12,6,0,3,1
414,95,7,0,1,0
630,61,5,0,4,0
938,412,1,0,3,0
898,321,1,1,4,1
191,226,3,0,2,0
395,210,6,0,4,0
536,49,1,0,8,1
988,339,9,0,2,0
640,348,5,0,2,0
303,142,8,0,5,0
340,427,7,0,2,0
514,401,10,0,2,0
51,379,1,0,5,1
525,457,2,0,0,0
408,240,3,0,1,0
130,8,3,0,4,0
53,62,4,0,3,0
908,437,4,0,5,0
636,427,3,0,2,0
765,52,3,0,5,0
900,395,9,0,5,1
99,374,4,0,5,0
87,334,8,0,1,0
768,178,3,1,6,1
422,142,10,0,5,0
590,3,2,0,5,0
501,380,4,0,7,1
456,190,7,0,4,0
841,364,2,0,5,0
802,455,4,0,1,0
113,373,3,0,4,1
632,169,7,0,3,0
644,375,8,0,3,0
265,401,5,0,3,0
813,285,4,0,4,0
611,231,7,1,2,1
66,2,9,0,4,0
17,211,9,0,0,0
860,320,8,0,5,1
505,280,2,0,1,0
919,480,6,0,2,0
154,93,3,0,0,0
8,37,10,0,5,0
520,423,10,0,2,0
274,262,10,0,2,0
123,365,9,0,3,0
570,29,1,0,1,0
391,255,1,0,0,0
958,318,10,0,5,0
79,184,10,0,2,0
976,405,7,1,3,0
878,144,10,0,5,0
569,136,4,0,1,1
653,482,10,0,4,0
173,443,7,0,4,0
814,379,8,0,0,0
493,416,5,0,4,1
572,290,8,0,10,1
555,1,7,0,3,0
568,380,5,0,5,0
430,491,9,0,1,0
162,32,5,0,3,0
185,144,3,0,0,0
293,447,6,0,4,0
228,251,7,0,1,0
421,267,7,1,9,1
104,120,9,0,4,0
717,242,1,0,0,0
465,170,10,0,0,0
138,13,4,0,0,0
944,229,7,1,4,0
191,50,3,0,4,0
59,194,9,0,5,0
15,191,9,0,3,0
185,258,2,0,0,0
565,157,10,0,5,0
662,497,5,0,1,0
552,194,2,0,3,0
212,103,8,0,4,0
912,152,7,0,2,0
795,449,7,0,1,0
251,129,1,0,6,1
742,428,6,0,1,0
36,238,4,0,1,0
345,194,10,0,5,1
589,292,10,1,1,0
988,165,1,0,3,0
917,286,9,0,4,0
107,396,4,0,3,0
505,279,7,0,2,0
678,327,6,0,6,1
559,212,2,0,2,0
43,196,6,0,1,0
364,483,4,0,2,0
72,56,8,0,3,0
637,146,7,1,1,1
743,226,5,0,1,0
132,241,9,0,5,0
248,312,1,0,3,0
655,32,7,0,2,0
995,108,1,0,5,0
16,165,1,0,1,1
656,497,3,0,0,0
813,450,8,0,5,0
689,294,8,0,4,0
921,180,3,0,5,0
101,93,6,0,4,0
541,34,6,0,4,0
387,40,4,0,1,0
42,42,5,0,3,0
234,425,10,0,5,0
34,89,6,0,3,0
460,299,4,0,3,0
601,166,1,0,5,0
548,437,4,0,5,0
16,243,6,0,5,1
320,313,10,0,3,0
560,112,6,0,5,0
330,307,6,0,4,0
681,166,8,0,2,0
587,166,1,1,4,1
573,112,7,0,4,0
380,168,4,0,3,0
855,17,10,0,0,0
632,24,5,0,1,0
980,416,6,0,1,1
346,212,7,0,5,0
764,178,6,0,1,0
780,455,5,0,3,0
224,120,8,0,2,0
358,31,1,0,2,0
149,269,2,0,1,0
343,165,2,1,3,0
704,35,5,0,4,0
598,401,6,0,6,1
582,263,6,0,2,0
187,427,6,1,3,1
240,74,9,0,2,1
60,86,1,1,2,0
136,189,2,0,0,0
519,408,5,0,2,1
805,101,4,1,0,0
748,316,3,0,1,0
155,489,10,0,2,0
216,385,4,0,4,0
196,486,9,0,4,0
814,390,6,0,0,0
452,103,3,0,2,0
528,285,3,1,4,1
786,55,1,0,2,1
430,8,1,0,5,0
694,239,10,1,3,0
744,490,7,0,0,0
841,437,6,0,10,1
811,212,8,0,2,0
193,42,9,0,4,0
152,51,3,0,5,1
407,73,2,0,1,1
224,440,8,0,0,0
846,73,2,0,5,0
403,105,2,0,4,0
622,191,6,0,5,0
71,420,3,0,0,0
486,454,2,1,5,1
996,401,8,0,5,0
398,27,7,0,1,0
505,406,8,0,4,1
702,276,1,0,4,0
96,481,6,0,3,0
265,95,7,0,3,0
431,400,6,0,7,1
554,351,2,0,3,0
644,326,8,0,4,0
199,11,4,0,3,0
376,92,6,0,8,1
475,69,9,0,5,0
317,261,2,0,3,0
800,395,4,0,3,0
167,40,8,0,3,0
836,364,2,0,5,0
614,277,1,0,0,0
935,98,9,0,0,0
586,339,9,0,2,1
221,47,1,0,1,0
192,430,4,0,1,0
312,387,5,0,6,1
549,346,6,0,1,0
70,346,3,0,0,0
266,212,4,0,5,0
46,246,1,0,3,1
462,120,6,0,5,0
155,363,10,0,5,0
313,189,4,0,5,1
382,384,7,0,3,0
870,56,10,0,0,0
79,100,8,0,4,0
850,89,8,0,10,1
809,131,2,0,4,0
3,16,7,0,10,1
134,168,4,0,0,0
89,236,8,0,2,1
138,325,5,0,3,0
787,50,8,0,0,0
454,239,4,0,2,0
498,166,9,0,2,0
222,371,8,0,0,0
85,116,1,0,1,1
426,106,5,0,2,1
360,323,6,0,3,0
237,91,1,0,2,0
120,404,3,0,5,0
809,428,1,1,3,1
215,94,3,0,5,0
422,46,10,0,4,0
717,4,6,0,4,0
187,482,4,0,1,0
418,380,5,0,0,0
977,434,8,0,5,1
762,315,5,1,5,0
914,99,6,0,5,0
797,446,5,0,0,0
820,177,10,0,5,1
433,406,5,0,9,1
667,484,8,0,5,1
981,2,10,0,2,0
117,358,10,0,3,0
451,322,10,0,1,0
434,60,2,0,3,0
969,485,5,0,9,1
583,409,6,1,4,0
879,265,10,0,2,0
371,364,3,1,4,0
987,354,9,0,2,0
78,457,4,0,0,0
754,369,3,0,0,0
845,299,7,0,4,1
752,140,10,0,1,0
674,5,10,0,5,1
412,89,10,0,5,1
15,481,2,0,3,0
271,437,4,0,3,1
344,68,5,0,2,0
186,30,6,0,1,0
991,10,1,0,4,0
598,461,7,0,1,1
320,215,8,0,2,0
58,136,6,0,2,0
803,440,10,0,3,1
166,7,3,0,1,1
515,287,10,1,5,1
798,145,10,0,2,0
593,170,5,0,1,1
74,85,8,0,4,1
547,67,8,0,10,1
966,159,8,0,8,1
560,388,8,0,2,0
966,82,3,1,2,0
154,349,6,0,1,0
317,40,6,0,0,0
489,170,8,0,5,0
526,140,8,0,3,0
856,274,8,0,4,1
243,232,4,0,1,1
329,390,9,0,4,0
1000,495,3,0,0,0
594,349,7,0,5,1
873,287,10,0,4,1
668,485,4,0,1,0
215,72,9,0,0,0
676,379,4,0,5,0
501,196,7,0,5,0
815,371,10,0,5,0
106,423,8,0,5,0
241,484,5,0,1,0
97,469,10,0,0,0
687,211,7,0,2,1
727,224,5,1,6,1
329,474,1,0,3,0
488,329,5,0,3,0
720,401,4,0,5,0
798,64,1,0,4,0
11,392,2,0,1,0
82,256,7,0,5,0
214,43,7,0,1,0
643,448,5,0,4,1
890,110,3,0,2,1
436,14,2,0,3,0
36,372,1,0,0,0
823,446,1,0,1,0
5,59,7,0,5,0
613,14,4,0,6,1
20,466,5,0,1,0
478,125,5,0,1,0
459,280,2,0,2,0
963,59,6,0,3,0
722,268,6,0,0,0
333,281,3,0,3,0
413,112,9,0,2,0
238,468,4,0,0,0
534,288,8,1,0,0
921,197,7,0,6,1
199,81,4,0,4,0
206,289,8,0,4,0
954,4,9,0,10,1
567,234,7,0,5,0
268,397,1,0,5,0
186,341,2,0,7,1
726,135,6,0,10,1
203,423,2,0,0,0
790,138,1,0,2,0
119,327,7,0,2,0
724,192,1,0,5,0
987,385,2,0,5,0
170,75,1,0,3,0
498,403,4,0,0,0
677,490,3,0,0,0
540,315,10,1,4,0
165,253,3,0,0,0
902,99,5,0,0,0
343,414,9,0,0,0
740,172,9,0,1,0
931,78,3,0,2,0
564,449,2,0,4,0
561,212,9,0,5,0
443,248,6,0,3,0
358,285,9,0,6,1
376,230,10,0,4,1
26,442,6,0,4,0
923,147,10,0,4,0
486,96,5,0,5,0
102,417,4,1,5,0
24,7,3,0,1,0
26,382,6,0,3,0
122,314,7,0,4,0
429,387,6,0,4,0
171,356,9,0,4,0
647,221,2,1,2,0
880,371,10,0,3,0
657,372,4,0,3,0
414,55,7,0,4,0
253,400,4,0,2,0
485,345,9,1,4,0
591,143,8,0,5,1
588,464,4,0,5,1
994,87,7,0,3,0
413,154,8,0,3,0
253,80,8,0,3,1
333,346,8,0,1,0
229,270,5,0,1,1
59,299,10,0,4,0
81,450,8,0,1,0
546,25,3,0,8,1
767,358,1,0,0,0
484,355,1,0,4,0
4,483,4,0,0,0
395,281,3,0,2,0
144,77,5,0,5,0
525,294,2,0,0,0
867,137,8,1,3,1
865,391,8,0,5,0
415,286,3,0,8,1
53,369,9,0,4,0
713,434,7,0,5,0
286,323,6,0,3,1
816,401,5,1,1,0
280,270,6,0,5,0
987,296,2,0,5,0
869,464,2,0,5,0
459,15,2,0,1,1
900,277,7,0,5,0
841,393,10,0,7,1
862,469,9,0,3,0
796,179,10,0,10,1
764,187,3,0,1,0
226,496,4,1,0,0
15,359,2,0,0,0
816,23,4,1,3,1
929,122,2,1,2,0
910,470,9,0,9,1
65,153,7,0,2,1
796,304,10,0,1,0
567,399,7,1,8,1
910,301,9,0,10,1
403,30,9,0,0,0
392,222,4,0,2,0
358,343,1,0,0,0
755,267,8,0,5,0
522,67,9,0,2,0
547,410,5,0,4,0
569,129,10,0,7,1
894,22,5,0,5,0
57,389,10,0,3,0
686,313,5,0,2,0
242,180,9,0,7,1
188,329,2,0,1,0
999,418,8,0,7,1
672,339,4,0,3,1
482,13,5,0,5,0
867,96,5,0,2,1
893,42,7,0,4,0
305,103,4,0,2,0
504,308,6,0,5,0
210,198,7,0,1,0
76,45,9,0,1,0
947,112,10,0,3,0
992,3,10,1,2,1
335,259,8,0,4,0
750,13,2,0,6,1
878,11,10,0,2,0
42,389,6,0,0,0
888,449,4,0,2,0
558,381,1,0,0,0
39,464,9,0,3,0
26,59,9,0,3,1
974,353,9,0,2,0
573,94,2,0,3,0
543,395,6,0,5,1
12,488,1,0,4,0
487,333,5,0,0,0
989,460,8,0,5,0
6,126,2,0,3,0
243,481,6,0,4,0
779,315,1,0,4,0
383,335,8,0,3,0
241,284,3,0,2,0
475,436,9,0,4,0
131,120,5,0,1,0
951,85,2,0,4,0
520,245,1,0,4,0
124,457,1,0,2,0
279,147,5,1,5,1
870,7,8,0,0,0
537,203,9,0,10,1
882,97,9,0,0,0
785,457,8,0,7,1
769,124,8,0,2,1
786,11,5,1,2,1
542,340,3,0,2,0
33,291,7,0,2,0
594,386,9,0,0,0
171,116,5,1,4,0
622,163,2,0,1,0
352,93,3,0,3,0
469,254,6,0,4,0
420,449,1,0,1,1
101,317,1,0,4,0
392,123,4,0,4,0
496,126,3,0,5,0
340,487,1,0,4,0
819,447,6,0,2,0
462,401,7,0,4,0
849,108,5,0,1,0
31,143,7,0,4,0
209,181,6,0,1,1
981,245,2,0,9,1
383,306,7,0,5,0
89,349,3,0,5,0
368,133,6,0,3,0
205,175,9,0,2,1
281,262,5,0,0,0
18,33,2,0,9,1
708,23,9,0,2,1
793,468,1,0,3,0
311,330,9,0,4,1
473,446,9,0,5,0
266,214,5,0,4,0
319,457,4,0,2,0
737,350,5,0,5,0
433,208,7,0,5,0
970,403,9,0,5,0
58,102,6,0,8,1
158,307,3,0,2,0
482,175,6,0,5,0
459,392,3,0,2,0
971,98,1,0,4,0
159,89,4,0,0,0
607,178,4,0,9,1
804,416,9,1,5,0
494,477,8,0,2,1
915,154,3,0,2,0
398,80,3,0,5,0
336,464,9,0,0,0
11,125,10,0,2,0
144,64,9,0,7,1
311,162,9,0,4,0
241,9,8,0,0,0
838,331,8,0,1,1
357,478,7,0,3,0
235,138,6,0,9,1
439,423,2,0,3,0
459,116,1,0,5,1
463,61,2,0,3,0
410,492,10,0,4,0
816,421,8,0,10,1
47,40,10,0,2,1
897,42,7,0,1,0
805,456,7,0,8,1
449,90,8,0,5,0
393,216,9,0,0,0
65,430,4,0,4,0
38,362,3,1,1,0
20,369,4,0,2,0
178,6,5,0,6,1
465,124,9,0,5,0
568,144,10,0,0,0
894,273,7,0,5,0
906,267,9,0,1,0
282,105,4,0,3,0
1000,464,9,0,2,0
686,80,4,0,10,1
887,449,1,0,4,1
92,91,4,0,1,1
443,191,1,0,0,0
153,448,7,0,4,1
478,16,10,0,7,1
517,306,10,0,9,1
442,348,1,0,6,1
183,279,1,0,3,0
487,488,2,0,5,0
151,227,2,0,3,0
847,343,10,0,3,0
276,287,3,0,1,0
725,127,2,0,1,0
839,13,3,1,7,1
375,429,8,0,5,0
328,324,6,0,4,0
347,62,10,0,4,0
55,464,8,0,5,0
102,151,4,0,10,1
968,361,5,0,1,0
154,325,4,0,8,1
101,240,5,0,1,0
886,186,1,0,4,0
323,237,8,0,3,0
807,42,6,0,2,0
259,84,9,1,1,0
123,13,10,0,1,0
516,93,4,1,3,0
903,309,7,0,5,0
311,250,5,0,1,0
966,139,7,0,5,0
327,319,6,0,1,0
361,393,9,0,5,0
605,310,7,0,3,0
704,328,3,0,2,0
23,158,2,0,5,0
287,50,2,0,0,0
625,103,8,0,3,0
819,259,10,0,3,0
312,320,1,0,9,1
664,110,1,1,2,0
214,410,6,0,1,0
355,363,5,0,2,0
644,354,3,0,7,1
777,354,6,0,3,0
420,191,9,0,5,0
780,398,3,1,4,0
581,295,4,0,5,0
344,318,8,0,3,1
555,324,3,0,9,1
564,435,8,1,2,1
77,31,3,0,2,0
418,493,1,0,2,0
11,97,3,0,4,1
130,354,1,0,2,0
934,62,8,0,10,1
368,464,9,0,5,1
720,205,1,1,4,0
367,124,9,0,3,1
126,462,8,0,2,0
769,419,6,1,7,1
458,441,1,0,1,0
335,438,9,1,5,1
724,463,8,1,1,0
71,493,4,0,1,0
555,142,6,0,2,0
7,293,1,0,5,0
443,405,10,0,4,0
959,38,10,0,4,1
968,254,1,0,4,0
564,156,1,0,3,0
456,370,5,0,8,1
659,474,10,0,5,0
84,165,7,0,4,1
303,466,10,0,1,0
864,171,2,0,2,0
164,221,10,0,0,0
616,365,4,0,3,1
706,244,5,0,3,0
281,404,1,0,0,0
731,97,2,0,0,0
713,190,2,0,3,0
112,155,1,0,4,0
524,302,7,0,0,0
501,364,5,0,0,0
520,410,4,0,3,0
547,3,2,0,2,1
635,397,5,0,3,0
884,24,9,0,1,0
829,443,9,0,5,0
463,291,4,1,4,1
583,197,9,0,0,0
56,330,5,0,0,0
187,327,6,1,10,1
497,130,9,0,5,0
479,417,1,1,1,0
37,311,8,0,4,0
398,76,1,0,2,0
49,76,9,0,7,1
257,486,5,0,0,0
332,370,8,0,0,0
299,472,5,0,5,0
110,150,1,0,3,0
794,87,8,0,1,0
379,469,9,0,0,0
548,390,4,0,4,0
353,112,3,0,3,1
157,212,8,1,10,1
45,475,10,0,3,1
907,377,2,0,1,0
168,40,8,0,1,1
100,101,7,0,1,0
618,252,5,0,2,0
462,101,5,0,0,0
642,64,10,0,2,0
364,371,8,0,1,1
500,161,10,0,1,0
874,263,7,0,2,0
149,151,9,0,4,0
493,471,6,0,3,0
212,103,7,0,1,0
604,461,8,0,0,0
262,163,1,0,5,0
669,165,9,0,1,0
95,263,5,1,3,0
727,17,9,0,5,0
314,79,1,1,0,0
276,149,6,0,5,0
596,188,8,0,0,0
581,110,6,0,2,0
526,254,9,0,0,0
744,201,1,0,4,0
981,32,10,0,5,0
410,151,6,0,1,0
731,199,5,0,5,0
870,154,6,0,6,1
349,285,3,0,5,0
807,25,2,0,3,0
881,405,1,0,4,0
699,377,8,0,1,0
850,121,6,0,0,0
104,367,7,0,5,0
840,411,9,0,0,0
684,327,10,1,5,1
713,336,7,0,5,1
256,293,2,0,5,1
903,159,9,0,0,0
531,132,7,0,2,0
201,89,7,0,3,0
92,300,10,0,3,0
348,62,7,0,1,0
860,370,3,0,5,1
678,94,7,0,2,0
459,144,6,0,0,0
107,135,7,0,1,0
673,314,1,1,5,1
318,47,10,1,9,1
461,94,1,0,3,0
475,384,1,0,3,0
533,409,2,0,5,0
590,257,1,0,3,1
604,282,9,0,2,1
254,76,7,0,1,0
392,365,2,0,5,0
51,472,3,1,4,0
835,229,1,0,1,0
708,29,9,0,6,1
458,145,2,0,5,0
270,182,10,0,0,0
495,480,2,0,1,0
741,111,2,0,3,0
161,172,4,0,3,0
832,465,1,0,2,0
687,359,4,0,9,1
248,40,2,0,8,1
706,380,3,0,3,0
477,455,9,0,1,0
859,487,7,0,5,0
737,354,2,0,2,0
460,43,6,0,2,0
597,196,10,0,0,0
497,111,9,0,3,0
